concept_id	conc_id	conc_name	orthographic	ipa	tokens	language_id	glottocode	collector	comment
sister:elder	1758	OLDER SISTER	bibi okra	bi bi ok ra	b i + b i + o k + r a	KokborokRupini	rupi1234	MR	
sister:elder	1758	OLDER SISTER	bibi chakra	bi bi ʧʰak ra	b i + b i + ʧʰ a k + r a	KokborokRupini	rupi1234	MR	
sister:elder	1758	OLDER SISTER	bacwi	ba cɯi	b a + c ɯi	KokborokTripura	tipp1239	MR	
sister:elder	1758	OLDER SISTER	boi Gorja	boi gor ʧa	b oi + g o r + ʧ a	KokborokTripura	tipp1239	MR	
sister:elder	1758	OLDER SISTER	porongjuk	po roŋ ʧuk	p o + r o ŋ + ʧ u k	KokborokTripura	tipp1239	MR	
sister:younger	1761	YOUNGER SISTER	hanaw	ha naɯ	h a + n aɯ	KauBruReang	hala1254	MR	
sister:younger	1761	YOUNGER SISTER	hanok	ha nok	h a + n o k	KokborokDebbarma	debb1238	MR	
sister:younger	1761	YOUNGER SISTER	khwnao	kʰɯ nao	kʰ ɯ + n ao	KokborokRupini	rupi1234	MR	
sister:younger	1761	YOUNGER SISTER	ahanak	a ha nak	a + h a + n a k	KokborokTripura	tipp1239	MR	
sister:younger	1761	YOUNGER SISTER	hanog	ha nog	h a + n o g	KokborokTripura	tipp1239	MR	
sit:to	1416	SIT	dzirai	dzirai	dz i + r ai	BodoKokrajhar	bodo1269	DG	
sit:to	1416	SIT	achuh	a ʧʰuʔ	a + ʧʰ u ʔ	KauBruReang	hala1254	MR	
sit:to	1416	SIT	achok	a ʧʰok	a + ʧʰ o k	KokborokDebbarma	debb1238	MR	
sit:to	1416	SIT	achuk	a ʧʰuk	a + ʧʰ u k	KokborokDebbarma	debb1238	MR	
sit:to	1416	SIT	achok	a ʧʰok	a + ʧʰ o k	KokborokRupini	rupi1234	MR	
sit:to	1416	SIT	awchok	aɯ ʧʰok	aɯ + ʧʰ o k	KokborokTripura	tipp1239	MR	
skin	763	SKIN	biɡur	biɡur	b i + ɡ u r	BodoKokrajhar	bodo1269	DG	
skin	763	SKIN	mkou	m kou	m + k ou	KauBruReang	hala1254	MR	
skin	763	SKIN	bukur	bu kur	b u + k u r	KokborokDebbarma	debb1238	MR	
skin	763	SKIN	bukur	bu kur	b u + k u r	KokborokRupini	rupi1234	MR	
skin	763	SKIN	buku	bu ku	b u + k u	KokborokTripura	tipp1239	MR	
sky	1732	SKY	okʰraŋ	okʰraŋ	o kʰ r a ŋ	BodoKokrajhar	bodo1269	DG	
sky	1732	SKY	nuhkha	nuʔ kʰa	n u ʔ + kʰ a	KauBruReang	hala1254	MR	
sky	1732	SKY	nokha	no kʰa	n o + kʰ a	KokborokDebbarma	debb1238	MR	
sky	1732	SKY	nokha	no kʰa	n o + kʰ a	KokborokRupini	rupi1234	MR	
sky	1732	SKY	nwkha	nɯ kʰa	n ɯ + kʰ a	KokborokTripura	tipp1239	MR	
sleep:to	1585	SLEEP	undunai	undunai	u n + d u + n ai	BodoKokrajhar	bodo1269	DG	
sleep:to	1585	SLEEP	tchu	t ʧʰu	t + ʧʰ u	KauBruReang	hala1254	MR	
sleep:to	1585	SLEEP	thu	tʰu	tʰ u	KokborokDebbarma	debb1238	MR	
sleep:to	1585	SLEEP	thu	tʰu	tʰ u	KokborokRupini	rupi1234	MR	
sleep:to	1585	SLEEP	thu	tʰu	tʰ u	KokborokTripura	tipp1239	MR	
slow:to.be	701	SLOW	kuluk kuluk	ku luk ku luk	k u + l u k + k u + l u k	KauBruReang	hala1254	MR	
slow:to.be	701	SLOW	tep	tep	t e p	KokborokDebbarma	debb1238	MR	
slow:to.be	701	SLOW	turuk	tu ruk	t u + r u k	KokborokDebbarma	debb1238	MR	
slow:to.be	701	SLOW	twrwk	tɯ rɯk	t ɯ + r ɯ k	KokborokDebbarma	debb1238	MR	
slow:to.be	701	SLOW	twrwk	tɯ rɯk	t ɯ + r ɯ k	KokborokRupini	rupi1234	MR	
slow:to.be	701	SLOW	tep	tep	t e p	KokborokRupini	rupi1234	MR	
slow:to.be	701	SLOW	awstey	aɯ s tej	aɯ + s + t e j	KokborokTripura	tipp1239	MR	
small:to.be	1246	SMALL	steh	s teʔ	s + t e ʔ	KauBruReang	hala1254	MR	
small:to.be	1246	SMALL	chikon	ʧʰi kon	ʧʰ i + k o n	KokborokDebbarma	debb1238	MR	
small:to.be	1246	SMALL	chwkwn	ʧʰɯ kɯn	ʧʰ ɯ + k ɯ n	KokborokRupini	rupi1234	MR	
small:to.be	1246	SMALL	chikan	ʧʰi kan	ʧʰ i + k a n	KokborokTripura	tipp1239	MR	
smell.bad:to	–	–	ɡazrimunamnai	ɡazrimunamnai	ɡ a + z r i + m u + n a m + n ai	BodoKokrajhar	bodo1269	DG	
smell.bad:to	–	–	hnaam	hn aam	h n + aa m	KauBruReang	hala1254	MR	
smell.bad:to	–	–	munam	mu nam	m u + n a m	KokborokDebbarma	debb1238	MR	
smell.bad:to	–	–	mwnam	mɯ nam	m ɯ + n a m	KokborokDebbarma	debb1238	MR	
smell.bad:to	–	–	mwnam	mɯ nam	m ɯ + n a m	KokborokRupini	rupi1234	MR	
smell.bad:to	–	–	maynam	maj nam	m a j + n a m	KokborokTripura	tipp1239	MR	
smell.good..fragrant:to	–	–	ɡətʰaomudumnai	ɡətʰaomudumnai	ɡ ə + tʰ ao + m u + d u m + n ai	BodoKokrajhar	bodo1269	DG	
smell.good..fragrant:to	–	–	mədumnai	mədumnai	m ə + d u m + n ai	BodoKokrajhar	bodo1269	DG	
smell.good..fragrant:to	–	–	motom	mo tom	m o + t o m	KokborokDebbarma	debb1238	MR	
smell.good..fragrant:to	–	–	mwtwm	mɯ tɯm	m ɯ + t ɯ m	KokborokRupini	rupi1234	MR	
smell.good..fragrant:to	–	–	motum	mo tum	m o + t u m	KokborokTripura	tipp1239	MR	
smile:to	1451	SMILE	mnuihsluh	m nuih s luʔ	m + n ui ʔ + s + l u ʔ	KauBruReang	hala1254	MR	
smile:to	1451	SMILE	munui suru	mu nui su ru	m u + n ui + s u + r u	KokborokDebbarma	debb1238	MR	compare laugh
smile:to	1451	SMILE	mwnwi suru	mɯ nɯi su ru	m ɯ + n ɯi + s u + r u	KokborokDebbarma	debb1238	MR	compare laugh
smile:to	1451	SMILE	mwnwi-surut	mɯ nɯi su ru t	m ɯ + n ɯi + s u + r u + t	KokborokRupini	rupi1234	MR	compare laugh
smile:to	1451	SMILE	munoimaa	mu noi maa	m u + n oi + m aa	KokborokTripura	tipp1239	MR	
smoke	778	SMOKE (EXHAUST)	uŋkʰundɔi	uŋkʰundɔi	u ŋ + kʰ u n + d ɔi	BodoKokrajhar	bodo1269	DG	
smoke	778	SMOKE (EXHAUST)	ksih	k siʔ	k + s i ʔ	KauBruReang	hala1254	MR	
smoke	778	SMOKE (EXHAUST)	hoku	ho ku	h o + k u	KokborokDebbarma	debb1238	MR	
smoke	778	SMOKE (EXHAUST)	horkhu	hor kʰu	h o r + kʰ u	KokborokRupini	rupi1234	MR	
smoke	778	SMOKE (EXHAUST)	haku	ha ku	h a + k u	KokborokTripura	tipp1239	MR	
smooth:to.be	1234	SMOOTH	mlih	m liʔ	m + l i ʔ	KauBruReang	hala1254	MR	
smooth:to.be	1234	SMOOTH	milik	mi lik	m i + l i k	KokborokDebbarma	debb1238	MR	
smooth:to.be	1234	SMOOTH	mirik	mi rik	m i + r i k	KokborokRupini	rupi1234	MR	
smooth:to.be	1234	SMOOTH	moloi	mo loi	m o + l oi	KokborokTripura	tipp1239	MR	
snail	1543	SNAIL	skambuh	s ka m buʔ	s + k a + m + b u ʔ	KauBruReang	hala1254	MR	
snail	1543	SNAIL	kakambuk	ka kam buk	k a + k a m + b u k	KokborokDebbarma	debb1238	MR	
snail	1543	SNAIL	sikambuk	si kam buk	s i + k a m + b u k	KokborokDebbarma	debb1238	MR	
snail	1543	SNAIL	swkambuk	sɯ kam buk	s ɯ + k a m + b u k	KokborokRupini	rupi1234	MR	
snail	1543	SNAIL	sakumo	sa ku mo	s a + k u + m o	KokborokTripura	tipp1239	MR	
snake	730	SNAKE	jibau	jibau	j i + b au	BodoKokrajhar	bodo1269	DG	
snake	730	SNAKE	chubu	ʧʰu bu	ʧʰ u + b u	KauBruReang	hala1254	MR	
snake	730	SNAKE	chibuk	ʧʰi buk	ʧʰ i + b u k	KokborokDebbarma	debb1238	MR	
snake	730	SNAKE	chubu	ʧʰu bu	ʧʰ u + b u	KokborokRupini	rupi1234	MR	
snake	730	SNAKE	chibuk	ʧʰi buk	ʧʰ i + b u k	KokborokTripura	tipp1239	MR	
sneeze:to	1621	SNEEZE	haichu	hai ʧʰu	h ai + ʧʰ u	KauBruReang	hala1254	MR	
sneeze:to	1621	SNEEZE	haichuk	hai ʧʰuk	h ai + ʧʰ u k	KokborokDebbarma	debb1238	MR	
sneeze:to	1621	SNEEZE	haisu	hai su	h ai + s u	KokborokRupini	rupi1234	MR	
sneeze:to	1621	SNEEZE	Kungsini	kuŋ si ni	k u ŋ + s i + n i	KokborokTripura	tipp1239	MR	
snore:to	1983	SNORE	kruh	kruʔ	k r u ʔ	KauBruReang	hala1254	MR	
snore:to	1983	SNORE	koro	ko ro	k o + r o	KokborokDebbarma	debb1238	MR	
snore:to	1983	SNORE	korok	ko rok	k o + r o k	KokborokRupini	rupi1234	MR	
snore:to	1983	SNORE	khoro	kʰo ro	kʰ o + r o	KokborokTripura	tipp1239	MR	
soft:to.be	1856	SOFT	ɡurəi	ɡurəi	ɡ u + r əi	BodoKokrajhar	bodo1269	DG	
soft:to.be	1856	SOFT	ksah	k saʔ	k + s a ʔ	KauBruReang	hala1254	MR	
soft:to.be	1856	SOFT	kwsap	kɯ sap	k ɯ + s a p	KokborokDebbarma	debb1238	MR	
soft:to.be	1856	SOFT	kwsap	kɯ sap	k ɯ + s a p	KokborokRupini	rupi1234	MR	
soft:to.be	1856	SOFT	Nwrom	nɯ rom	n ɯ + r o m	KokborokTripura	tipp1239	MR	
soil	1228	EARTH (SOIL)	buhum	buhum	b u + ʔ u m	BodoKokrajhar	bodo1269	DG	
soil	1228	EARTH (SOIL)	ha	ha	h a	KauBruReang	hala1254	MR	
soil	1228	EARTH (SOIL)	ha	ha	h a	KokborokDebbarma	debb1238	MR	
soil	1228	EARTH (SOIL)	ha	ha	h a	KokborokRupini	rupi1234	MR	
son	1620	SON	sadzla	sadzla	s a + dz l a	BodoKokrajhar	bodo1269	DG	
son	1620	SON	msala	m sa la	m + s a + l a	KauBruReang	hala1254	MR	
son	1620	SON	sajula	sa ʧu la	s a + ʧ u + l a	KokborokDebbarma	debb1238	MR	
son	1620	SON	sajwla	sa ʧɯ la	s a + ʧ ɯ + l a	KokborokDebbarma	debb1238	MR	
son	1620	SON	sachwra/sachra	sa ʧʰ ra	s a + ʧʰ + r a	KokborokRupini	rupi1234	MR	
son	1620	SON	sachwra/sachra	sa ʧʰɯ ra	s a + ʧʰ ɯ + r a	KokborokRupini	rupi1234	MR	
son	1620	SON	bahajala	ba ha ʧa la	b a + h a + ʧ a + l a	KokborokTripura	tipp1239	MR	
son.in.law	1056	SON-IN-LAW	chamwrwi	ʧʰa mɯ rɯi	ʧʰ a + m ɯ + r ɯi	KauBruReang	hala1254	MR	
son.in.law	1056	SON-IN-LAW	chamiri	ʧʰa mi ri	ʧʰ a + m i + r i	KokborokDebbarma	debb1238	MR	
son.in.law	1056	SON-IN-LAW	chamwrwi	ʧʰa mɯ rɯi	ʧʰ a + m ɯ + r ɯi	KokborokRupini	rupi1234	MR	
son.in.law	1056	SON-IN-LAW	chamrwi	ʧʰam rɯi	ʧʰ a m + r ɯi	KokborokTripura	tipp1239	MR	
sour:to.be	1906	SOUR	ɡukʰɯi	ɡukʰɯi	ɡ u + kʰ ɯi	BodoKokrajhar	bodo1269	DG	
sour:to.be	1906	SOUR	kkhwi	k kʰɯi	k + kʰ ɯi	KauBruReang	hala1254	MR	
sour:to.be	1906	SOUR	kikhui	ki kʰui	k i + kʰ ui	KokborokDebbarma	debb1238	MR	
sour:to.be	1906	SOUR	kukhui	ku kʰui	k u + kʰ ui	KokborokDebbarma	debb1238	MR	
sour:to.be	1906	SOUR	kwkhwi	kɯ kʰɯi	k ɯ + kʰ ɯi	KokborokDebbarma	debb1238	MR	
sour:to.be	1906	SOUR	kwkhwi	kɯ kʰɯi	k ɯ + kʰ ɯi	KokborokRupini	rupi1234	MR	
sour:to.be	1906	SOUR	kokhoi	ko kʰoi	k o + kʰ oi	KokborokTripura	tipp1239	MR	
south	1595	SOUTH	hakang	ha kaŋ	h a + k a ŋ	KauBruReang	hala1254	MR	
speak:to	1623	SPEAK	buŋnai	buŋnai	b u ŋ + n ai	BodoKokrajhar	bodo1269	DG	
speak:to	1623	SPEAK	sa	sa	s a	KauBruReang	hala1254	MR	
speak:to	1623	SPEAK	sa	sa	s a	KokborokDebbarma	debb1238	MR	
speak:to	1623	SPEAK	sa	sa	s a	KokborokRupini	rupi1234	MR	
speak:to	1623	SPEAK	sa	sa	s a	KokborokTripura	tipp1239	MR	
spicy..of.chilis	544	SPICY	hyau	hjau	h j au	KauBruReang	hala1254	MR	
spicy..of.chilis	544	SPICY	majan	ma ʧan	m a + ʧ a n	KokborokTripura	tipp1239	MR	
spider	843	SPIDER	beih	beiʔ	b ei ʔ	KauBruReang	hala1254	MR	
spider	843	SPIDER	beng	beŋ	b e ŋ	KokborokDebbarma	debb1238	MR	
spider	843	SPIDER	bengphuma	beŋ pʰu ma	b e ŋ + pʰ u + m a	KokborokRupini	rupi1234	MR	
spider	843	SPIDER	Bang	baŋ	b a ŋ	KokborokTripura	tipp1239	MR	
spider::web	1065	SPIDER WEB	beihsnal	beiʔ s nal	b ei ʔ + s + n a l	KauBruReang	hala1254	MR	
spider::web	1065	SPIDER WEB	bengswnal	beŋ sɯn al	b e ŋ + s ɯ n + a l	KokborokDebbarma	debb1238	MR	
spider::web	1065	SPIDER WEB	bengswna	beŋ sɯ na	b e ŋ + s ɯ + n a	KokborokRupini	rupi1234	MR	
spider::web	1065	SPIDER WEB	bang nwg	baŋ nɯg	b a ŋ + n ɯ g	KokborokTripura	tipp1239	MR	
spoon..utensil	1378	SPOON	phaikho	pʰai kʰo	pʰ ai + kʰ o	KauBruReang	hala1254	MR	
spoon..utensil	1378	SPOON	Fwkhai	fɯ kʰai	f ɯ + kʰ ai	KokborokTripura	tipp1239	MR	
squeeze:to	1414	SQUEEZE	sep	sep	s e p	KauBruReang	hala1254	MR	
squeeze:to	1414	SQUEEZE	sep	sep	s e p	KokborokDebbarma	debb1238	MR	
squeeze:to	1414	SQUEEZE	sep	sep	s e p	KokborokRupini	rupi1234	MR	
squeeze:to	1414	SQUEEZE	sin	sin	s i n	KokborokTripura	tipp1239	MR	
squirrel..general	1628	SQUIRREL	mandaih	man daih	m a n + d ai ʔ	KauBruReang	hala1254	MR	
squirrel..general	1628	SQUIRREL	mandar	man dar	m a n + d a r	KokborokDebbarma	debb1238	MR	
squirrel..general	1628	SQUIRREL	mandad	man dad	m a n + d a d	KokborokRupini	rupi1234	MR	
squirrel..general	1628	SQUIRREL	Munder	mun der	m u n + d e r	KokborokTripura	tipp1239	MR	
stand..remain.standing:to	1442	STAND	ɡosuŋnai	ɡosuŋnai	ɡ o + s u ŋ + n ai	BodoKokrajhar	bodo1269	DG	
stand..remain.standing:to	1442	STAND	bacha	ba ʧʰa	b a + ʧʰ a	KauBruReang	hala1254	MR	
stand..remain.standing:to	1442	STAND	bacha	ba ʧʰa	b a + ʧʰ a	KokborokDebbarma	debb1238	MR	
stand..remain.standing:to	1442	STAND	bucha	bu ʧʰa	b u + ʧʰ a	KokborokDebbarma	debb1238	MR	
stand..remain.standing:to	1442	STAND	bacha	ba ʧʰa	b a + ʧʰ a	KokborokRupini	rupi1234	MR	
stand..remain.standing:to	1442	STAND	Bacha	ba ʧʰa	b a + ʧʰ a	KokborokTripura	tipp1239	MR	
star	1430	STAR	hatɔrki	hatɔrki	ʔ a + t ɔ r + k i	BodoKokrajhar	bodo1269	DG	
star	1430	STAR	athuhkhroi	a tʰuʔ kʰ roi	a + tʰ u ʔ + kʰ + r oi	KauBruReang	hala1254	MR	
star	1430	STAR	athukiri	a tʰu ki ri	a + tʰ u + k i + r i	KokborokDebbarma	debb1238	MR	
star	1430	STAR	athuk-kiri	a tʰuk ki ri	a + tʰ u k + k i + r i	KokborokRupini	rupi1234	MR	
star	1430	STAR	Handugiri	han du gi ri	h a n + d u + g i + r i	KokborokTripura	tipp1239	MR	
steal:to	713	STEAL	kʰaunai	kʰaunai	kʰ au n ai	BodoKokrajhar	bodo1269	DG	
steal:to	713	STEAL	khau	kʰau	kʰ au	KauBruReang	hala1254	MR	
steal:to	713	STEAL	khok	kʰok	kʰ o k	KokborokDebbarma	debb1238	MR	
steal:to	713	STEAL	khao	kʰao	kʰ ao	KokborokRupini	rupi1234	MR	
steal:to	713	STEAL	khak	kʰak	kʰ a k	KokborokTripura	tipp1239	MR	
step:to	2065	STEP (VERB)	yapri	jap ri	j a p + r i	KauBruReang	hala1254	MR	foot step
step:to	2065	STEP (VERB)	kalam	ka lam	k a + l a m	KokborokDebbarma	debb1238	MR	
step:to	2065	STEP (VERB)	jakherek	ʧa kʰe rek	ʧ a + kʰ e + r e k	KokborokRupini	rupi1234	MR	
step:to	2065	STEP (VERB)	sethai	se tʰai	s e + tʰ ai	KokborokTripura	tipp1239	MR	
stick..branch	1295	STICK	latha	la tʰa	l a + tʰ a	KauBruReang	hala1254	MR	cane
stick..branch	1295	STICK	waphir	wa pʰir	w a + pʰ i r	KokborokDebbarma	debb1238	MR	
stick..branch	1295	STICK	waphit	wa pʰit	w a + pʰ i t	KokborokRupini	rupi1234	MR	
stick..branch	1295	STICK	latha	la tʰa	l a + tʰ a	KokborokTripura	tipp1239	MR	
sting..of.bee:to	571	STING	waih	waiʔ	w ai ʔ	KauBruReang	hala1254	MR	
sting..of.bee:to	571	STING	chuk	ʧʰuk	ʧʰ u k	KokborokDebbarma	debb1238	MR	
sting..of.bee:to	571	STING	chwk	ʧʰɯk	ʧʰ ɯ k	KokborokRupini	rupi1234	MR	
sting..of.bee:to	571	STING	chung	ʧʰuŋ	ʧʰ u ŋ	KokborokTripura	tipp1239	MR	
stone	857	STONE	ɔntʰai	ɔntʰai	ɔ n + tʰ ai	BodoKokrajhar	bodo1269	DG	
stone	857	STONE	hlung	hluŋ	h l u ŋ	KauBruReang	hala1254	MR	
stone	857	STONE	hadul	ha dul	h a + d u l	KokborokDebbarma	debb1238	MR	
stone	857	STONE	holong	ho loŋ	h o + l o ŋ	KokborokDebbarma	debb1238	MR	
stone	857	STONE	hadur	ha dur	h a + d u r	KokborokRupini	rupi1234	MR	
stone	857	STONE	holong	ho loŋ	h o + l o ŋ	KokborokRupini	rupi1234	MR	
stone	857	STONE	horong	ho roŋ	h o + r o ŋ	KokborokRupini	rupi1234	MR	
stone	857	STONE	Halang	ha laŋ	h a + l a ŋ	KokborokTripura	tipp1239	MR	
straight:to.be	1404	STRAIGHT	chouh	ʧʰouʔ	ʧʰ ou ʔ	KauBruReang	hala1254	MR	
straight:to.be	1404	STRAIGHT	kepleng	ke p leŋ	k e + p + l e ŋ	KokborokDebbarma	debb1238	MR	
straight:to.be	1404	STRAIGHT	kepeleng	ke pe leŋ	k e + p e + l e ŋ	KokborokDebbarma	debb1238	MR	
straight:to.be	1404	STRAIGHT	kepreng	ke p reŋ	k e + p + r e ŋ	KokborokRupini	rupi1234	MR	
straight:to.be	1404	STRAIGHT	kepereng	ke pe reŋ	k e + p e + r e ŋ	KokborokRupini	rupi1234	MR	
straight:to.be	1404	STRAIGHT	sujaa	su ʧaa	s u + ʧ aa	KokborokTripura	tipp1239	MR	
stream	947	STREAM	twisa	tɯi sa	t ɯi + s a	KauBruReang	hala1254	MR	
stream	947	STREAM	tuisa	tui sa	t ui + s a	KokborokDebbarma	debb1238	MR	
stream	947	STREAM	twisa	tɯi sa	t ɯi + s a	KokborokRupini	rupi1234	MR	
stream	947	STREAM	boimani	boi ma ni	b oi + m a + n i	KokborokTripura	tipp1239	MR	
strong:to.be	785	STRONG	krauh	k rauʔ	k + r au ʔ	KauBruReang	hala1254	MR	
strong:to.be	785	STRONG	phan gwnang	pʰan gɯ naŋ	pʰ a n + g ɯ + n a ŋ	KokborokDebbarma	debb1238	MR	
strong:to.be	785	STRONG	phan kwnang	pʰan kɯ naŋ	pʰ a n + k ɯ + n a ŋ	KokborokRupini	rupi1234	MR	
strong:to.be	785	STRONG	krak	k rak	k + r a k	KokborokTripura	tipp1239	MR	
suck:to	1421	SUCK	sothoin	so tʰoin	s o + tʰ oi n	KauBruReang	hala1254	MR	
suck:to	1421	SUCK	kusup	ku sup	k u + s u p	KokborokDebbarma	debb1238	MR	
suck:to	1421	SUCK	kusup	ku sup	k u + s u p	KokborokRupini	rupi1234	MR	
suck:to	1421	SUCK	kusub	ku sub	k u + s u b	KokborokTripura	tipp1239	MR	
summer..warm.season	–	–	ɡəlum bətʰur	ɡəlum bətʰur	ɡ ə + l u m + b ə + tʰ u r	BodoKokrajhar	bodo1269	DG	
summer..warm.season	–	–	tangbwla	taŋ bɯ la	t a ŋ + b ɯ + l a	KokborokRupini	rupi1234	MR	
summer..warm.season	–	–	tangbwra	taŋ bɯ ra	t a ŋ + b ɯ + r a	KokborokRupini	rupi1234	MR	
summer..warm.season	–	–	kotungma tal	ko tuŋ ma tal	k o + t u ŋ + m a + t a l	KokborokTripura	tipp1239	MR	
sun	1343	SUN	san	san	s a n	BodoKokrajhar	bodo1269	DG	
sun	1343	SUN	sal	sal	s a l	KauBruReang	hala1254	MR	
sun	1343	SUN	sal	sal	s a l	KokborokDebbarma	debb1238	MR	
sun	1343	SUN	sal	sal	s a l	KokborokRupini	rupi1234	MR	
sun	1343	SUN	sar	sar	s a r	KokborokRupini	rupi1234	MR	
sun	1343	SUN	sal	sal	s a l	KokborokTripura	tipp1239	MR	
sun::shine	3276	SUNSHINE	sanduŋ	sanduŋ	s a n + d u ŋ	BodoKokrajhar	bodo1269	DG	
sun::shine	3276	SUNSHINE	satung	sa tuŋ	s a + t u ŋ	KauBruReang	hala1254	MR	
sun::shine	3276	SUNSHINE	sal-tung	sal tuŋ	s a l + t u ŋ	KokborokDebbarma	debb1238	MR	
sun::shine	3276	SUNSHINE	sal-tung	sal tuŋ	s a l + t u ŋ	KokborokRupini	rupi1234	MR	
sun::shine	3276	SUNSHINE	sar-tung	sar tuŋ	s a r + t u ŋ	KokborokRupini	rupi1234	MR	
sun::shine	3276	SUNSHINE	sadung	sa duŋ	s a + d u ŋ	KokborokTripura	tipp1239	MR	
swallow:to	897	SWALLOW	mnok	m nok	m + n o k	KauBruReang	hala1254	MR	
swallow:to	897	SWALLOW	nunok	nu nok	n u + n o k	KokborokDebbarma	debb1238	MR	
swallow:to	897	SWALLOW	monok	mo nok	m o + n o k	KokborokRupini	rupi1234	MR	
swallow:to	897	SWALLOW	Mwnkmani	mɯn k ma ni	m ɯ n + k + m a + n i	KokborokTripura	tipp1239	MR	
sweat:to	126	SWEAT (PERSPIRE)	ɡələmdoi	ɡələmdoi	ɡ ə + l ə m + d oi	BodoKokrajhar	bodo1269	DG	
sweat:to	126	SWEAT (PERSPIRE)	klomtwi	k lom tɯi	k + l o m + t ɯi	KauBruReang	hala1254	MR	
sweat:to	126	SWEAT (PERSPIRE)	kolomtui	ko lom tui	k o + l o m + t ui	KokborokDebbarma	debb1238	MR	
sweat:to	126	SWEAT (PERSPIRE)	kolomtwi	ko lom tɯi	k o + l o m + t ɯi	KokborokDebbarma	debb1238	MR	
sweat:to	126	SWEAT (PERSPIRE)	kwlwmtwi	kɯ lɯm tɯi	k ɯ + l ɯ m + t ɯi	KokborokRupini	rupi1234	MR	
sweat:to	126	SWEAT (PERSPIRE)	kwrwmtwi	kɯ rɯm tɯi	k ɯ + r ɯ m + t ɯi	KokborokRupini	rupi1234	MR	
sweat:to	126	SWEAT (PERSPIRE)	kulumtoi	ku lum toi	k u + l u m + t oi	KokborokTripura	tipp1239	MR	
sweet:to.be	717	SWEET	ɡudɯi	ɡudɯi	ɡ u + d ɯi	BodoKokrajhar	bodo1269	DG	
sweet:to.be	717	SWEET	ktwi	k tɯi	k + t ɯi	KauBruReang	hala1254	MR	
sweet:to.be	717	SWEET	kutui	ku tui	k u + t ui	KokborokDebbarma	debb1238	MR	
sweet:to.be	717	SWEET	kwtwi	kɯ tɯi	k ɯ + t ɯi	KokborokDebbarma	debb1238	MR	
sweet:to.be	717	SWEET	kwtwi	kɯ tɯi	k ɯ + t ɯi	KokborokRupini	rupi1234	MR	
sweet:to.be	717	SWEET	kutoi	ku toi	k u + t oi	KokborokTripura	tipp1239	MR	
swell:to	1573	SWELL	rrbom	r r bom	r + r + b o m	KauBruReang	hala1254	MR	
swell:to	1573	SWELL	robom	ro bom	r o + b o m	KokborokDebbarma	debb1238	MR	
swell:to	1573	SWELL	rwbwm	rɯ bɯm	r ɯ + b ɯ m	KokborokRupini	rupi1234	MR	
swell:to	1573	SWELL	fuli	fu li	f u + l i	KokborokTripura	tipp1239	MR	
swim:to	1439	SWIM	hyau	hjau	h j au	KauBruReang	hala1254	MR	
swim:to	1439	SWIM	yok	jok	j o k	KokborokDebbarma	debb1238	MR	
swim:to	1439	SWIM	iao	i ao	i + ao	KokborokRupini	rupi1234	MR	swim
swim:to	1439	SWIM	iyao	i jao	i + j ao	KokborokRupini	rupi1234	MR	
swim:to	1439	SWIM	yak	jak	j a k	KokborokTripura	tipp1239	MR	
tail	1220	TAIL	landzai	landzai	l a n + dz ai	BodoKokrajhar	bodo1269	DG	
tail	1220	TAIL	bistung	bis tuŋ	b i s + t u ŋ	KauBruReang	hala1254	MR	
tail	1220	TAIL	khitung	kʰi tuŋ	kʰ i + t u ŋ	KokborokDebbarma	debb1238	MR	
tail	1220	TAIL	khithong	kʰi tʰoŋ	kʰ i + tʰ o ŋ	KokborokRupini	rupi1234	MR	
tail	1220	TAIL	khithong	kʰi tʰoŋ	kʰ i + tʰ o ŋ	KokborokRupini	rupi1234	MR	
tail	1220	TAIL	khitong	kʰi toŋ	kʰ i + t o ŋ	KokborokTripura	tipp1239	MR	
take:to	1749	TAKE	ladi	la di	l a + d i	KauBruReang	hala1254	MR	
take:to	1749	TAKE	nadi	na di	n a + d i	KokborokDebbarma	debb1238	MR	
take:to	1749	TAKE	ladi	la di	l a + d i	KokborokRupini	rupi1234	MR	
take:to	1749	TAKE	radi	ra di	r a + d i	KokborokRupini	rupi1234	MR	
take:to	1749	TAKE	lamsokmani	lam sok ma ni	l a m + s o k + m a + n i	KokborokTripura	tipp1239	MR	
tall:to.be	711	TALL	klau	k lau	k + l au	KauBruReang	hala1254	MR	
tall:to.be	711	TALL	kolok	ko lok	k o + l o k	KokborokDebbarma	debb1238	MR	
tall:to.be	711	TALL	kwlao	kɯ lao	k ɯ + l ao	KokborokRupini	rupi1234	MR	
tall:to.be	711	TALL	kwrao	kɯ rao	k ɯ + r ao	KokborokRupini	rupi1234	MR	
tall:to.be	711	TALL	kalog	ka log	k a + l o g	KokborokTripura	tipp1239	MR	
tea	1373	TEA	sah	saʔ	s a ʔ	BodoKokrajhar	bodo1269	DG	Borrowing. in Assamese same. চাহ
tea	1373	TEA	cha	ʧʰa	ʧʰ a	KauBruReang	hala1254	MR	
tea	1373	TEA	cha	ʧʰa	ʧʰ a	KokborokDebbarma	debb1238	MR	
tea	1373	TEA	cha	ʧʰa	ʧʰ a	KokborokRupini	rupi1234	MR	
tea	1373	TEA	cha	ʧʰa	ʧʰ a	KokborokTripura	tipp1239	MR	
tear:to	–	–	chir	ʧʰir	ʧʰ i r	KokborokDebbarma	debb1238	MR	
