concept_id	conc_id	conc_name	orthographic	ipa	tokens	language_id	glottocode	collector	comment
bitter:to.be	887	BITTER	kkha	k kʰa	k + kʰ a	KauBruReang	hala1254	MR	
bitter:to.be	887	BITTER	kikha	ki kʰa	k i + kʰ a	KokborokDebbarma	debb1238	MR	
bitter:to.be	887	BITTER	kwkha	kɯ kʰa	k ɯ + kʰ a	KokborokDebbarma	debb1238	MR	
bitter:to.be	887	BITTER	kwkha	kɯ kʰa	k ɯ + kʰ a	KokborokRupini	rupi1234	MR	
bitter:to.be	887	BITTER	khakha	kʰa kʰa	kʰ a + kʰ a	KokborokTripura	tipp1239	MR	
blanket	806	BLANKET	kungbol	kuŋ bol	k u ŋ + b o l	KauBruReang	hala1254	MR	
blanket	806	BLANKET	retarak	re ta rak	r e + t a + r a k	KokborokTripura	tipp1239	MR	
blind:to.be	1653	BLIND	kana	ka na	k a + n a	KauBruReang	hala1254	MR	
blind:to.be	1653	BLIND	kana	ka na	k a + n a	KokborokDebbarma	debb1238	MR	
blind:to.be	1653	BLIND	phuli	pʰu li	pʰ u + l i	KokborokDebbarma	debb1238	MR	
blind:to.be	1653	BLIND	kana	ka na	k a + n a	KokborokRupini	rupi1234	MR	
blind:to.be	1653	BLIND	phuri	pʰu ri	pʰ u + r i	KokborokRupini	rupi1234	MR	
blind:to.be	1653	BLIND	kanna	kan na	k a n + n a	KokborokTripura	tipp1239	MR	
blood	946	BLOOD	thɔi	tʰɔi	tʰ ɔi	BodoKokrajhar	bodo1269	DG	
blood	946	BLOOD	thoi	tʰoi	tʰ oi	KauBruReang	hala1254	MR	
blood	946	BLOOD	thui	tʰui	tʰ ui	KokborokDebbarma	debb1238	MR	
blood	946	BLOOD	thwi	tʰɯi	tʰ ɯi	KokborokDebbarma	debb1238	MR	
blood	946	BLOOD	thwi	tʰɯi	tʰ ɯi	KokborokRupini	rupi1234	MR	
blood	946	BLOOD	thoi	tʰoi	tʰ oi	KokborokTripura	tipp1239	MR	
blow..with.mouth:to	176	BLOW (WITH MOUTH)	sunai	sunai	s u + n ai	BodoKokrajhar	bodo1269	DG	
blow..with.mouth:to	176	BLOW (WITH MOUTH)	si	si	s i	KauBruReang	hala1254	MR	blowing of fan
blow..with.mouth:to	176	BLOW (WITH MOUTH)	su	su	s u	KauBruReang	hala1254	MR	blowing of balloon
blow..with.mouth:to	176	BLOW (WITH MOUTH)	sup	sup	s u p	KokborokDebbarma	debb1238	MR	
blow..with.mouth:to	176	BLOW (WITH MOUTH)	mut	mut	m u t	KokborokRupini	rupi1234	MR	
blow..with.mouth:to	176	BLOW (WITH MOUTH)	sup	sup	s u p	KokborokRupini	rupi1234	MR	
blow..with.mouth:to	176	BLOW (WITH MOUTH)	kasha	ka ʃa	k a + ʃ a	KokborokTripura	tipp1239	MR	
blunt..of.point:to.be	379	BLUNT	kwthak	kɯ tʰak	k ɯ + tʰ a k	KauBruReang	hala1254	MR	
blunt..of.point:to.be	379	BLUNT	bukya	buk ja	b u k + j a	KokborokDebbarma	debb1238	MR	
blunt..of.point:to.be	379	BLUNT	kwthak	kɯ tʰak	k ɯ + tʰ a k	KokborokRupini	rupi1234	MR	
boat	1844	BOAT	nao	nao	n ao	BodoKokrajhar	bodo1269	DG	Assamese borrowing. Same in Assamese also. নাও < SKT नौ; not Tai in this case
boat	1844	BOAT	rung	ruŋ	r u ŋ	KauBruReang	hala1254	MR	
boat	1844	BOAT	rung	ruŋ	r u ŋ	KokborokDebbarma	debb1238	MR	
boat	1844	BOAT	rung	ruŋ	r u ŋ	KokborokRupini	rupi1234	MR	
boat	1844	BOAT	rung	ruŋ	r u ŋ	KokborokTripura	tipp1239	MR	
body	1480	BODY	mədəm	mədəm	m ə + d ə m	BodoKokrajhar	bodo1269	DG	
body	1480	BODY	msauh	m sauʔ	m + s au ʔ	KauBruReang	hala1254	MR	
body	1480	BODY	sak	sak	s a k	KokborokDebbarma	debb1238	MR	
body	1480	BODY	sak	sak	s a k	KokborokRupini	rupi1234	MR	
body	1480	BODY	basak	ba sak	b a + s a k	KokborokTripura	tipp1239	MR	
boil..liquid:to	792	BOIL (OF LIQUID)	runai	runai	r u + n ai	BodoKokrajhar	bodo1269	DG	
boil..liquid:to	792	BOIL (OF LIQUID)	mthung	m tʰuŋ	m + tʰ u ŋ	KauBruReang	hala1254	MR	
boil..liquid:to	792	BOIL (OF LIQUID)	rug	rug	r u g	KokborokDebbarma	debb1238	MR	
boil..liquid:to	792	BOIL (OF LIQUID)	ru	ru	r u	KokborokRupini	rupi1234	MR	
boil..liquid:to	792	BOIL (OF LIQUID)	rodi	ro di	r o + d i	KokborokTripura	tipp1239	MR	
boil..liquid:to	792	BOIL (OF LIQUID)	rojak	ro ʧak	r o + ʧ a k	KokborokTripura	tipp1239	MR	
bone	1394	BONE	dzɔnam	dzɔnam	dz ɔ + n a m	BodoKokrajhar	bodo1269	DG	
bone	1394	BONE	hara	hara	ʔ a + r a	BodoKokrajhar	bodo1269	DG	its an Assamese borrowing. The Assamese equivalent is same. হাড় hara < SKT हड्ड; cf অস্থি osthi < SKT अस्थि. Not cognate with TB *rang
bone	1394	BONE	achai	a ʧʰai	a + ʧʰ ai	KauBruReang	hala1254	MR	
bone	1394	BONE	bkreing	b k reiŋ	b + k + r ei ŋ	KauBruReang	hala1254	MR	
bone	1394	BONE	achai	a ʧʰai	a + ʧʰ ai	KokborokDebbarma	debb1238	MR	
bone	1394	BONE	bekereng	be ke reŋ	b e + k e + r e ŋ	KokborokDebbarma	debb1238	MR	
bone	1394	BONE	achai	a ʧʰai	a + ʧʰ ai	KokborokRupini	rupi1234	MR	
bone	1394	BONE	bekereng	be ke reŋ	b e + k e + r e ŋ	KokborokRupini	rupi1234	MR	
bone	1394	BONE	achai	a ʧʰai	a + ʧʰ ai	KokborokTripura	tipp1239	MR	
bone	1394	BONE	bekereng	be ke reŋ	b e + k e + r e ŋ	KokborokTripura	tipp1239	MR	
bow	994	BOW	bɯrla	bɯrla	b ɯ r + l a	BodoKokrajhar	bodo1269	DG	
bow	994	BOW	malthung	mal tʰuŋ	m a l + tʰ u ŋ	KauBruReang	hala1254	MR	
bow	994	BOW	badukhong	ba du kʰoŋ	b a + d u + kʰ o ŋ	KokborokDebbarma	debb1238	MR	
bow	994	BOW	paduphong	pa du pʰoŋ	p a + d u + pʰ o ŋ	KokborokRupini	rupi1234	MR	longbow;
bow	994	BOW	batul	ba tul	b a + t u l	KokborokTripura	tipp1239	MR	
bowl	1530	BOWL	gabla	gab la	g a b + l a	KauBruReang	hala1254	MR	
bowl	1530	BOWL	takari	ta ka ri	t a + k a + r i	KokborokDebbarma	debb1238	MR	
bowl	1530	BOWL	toski	to s ki	t o + s + k i	KokborokRupini	rupi1234	MR	
bowl	1530	BOWL	khori	kʰo ri	kʰ o + r i	KokborokTripura	tipp1239	MR	
bracelet	1754	BRACELET	yaso	ja so	j a + s o	KauBruReang	hala1254	MR	
bracelet	1754	BRACELET	mathia	ma tʰia	m a + tʰ ia	KauBruReang	hala1254	MR	
bracelet	1754	BRACELET	churi	ʧʰu ri	ʧʰ u + r i	KokborokDebbarma	debb1238	MR	
bracelet	1754	BRACELET	mathia	ma tʰia	m a + tʰ ia	KokborokRupini	rupi1234	MR	
bracelet	1754	BRACELET	bangri	baŋ ri	b a ŋ + r i	KokborokTripura	tipp1239	MR	
brain	1583	BRAIN	bumtom	bum tom	b u m + t o m	KauBruReang	hala1254	MR	
brain	1583	BRAIN	bomotom	bo mo tom	b o + m o + t o m	KokborokDebbarma	debb1238	MR	
brain	1583	BRAIN	bwmwtwm	bɯ mɯ tɯm	b ɯ + m ɯ + t ɯ m	KokborokRupini	rupi1234	MR	
brain	1583	BRAIN	bomotom	bo mo tom	b o + m o + t o m	KokborokTripura	tipp1239	MR	
break..vi:to	3020	BREAK (BREAKING)	bainai	bainai	b ai + n ai	BodoKokrajhar	bodo1269	DG	
break..vi:to	3020	BREAK (BREAKING)	sbai-	s bai	s + b ai +	KauBruReang	hala1254	MR	
break..vi:to	3020	BREAK (BREAKING)	kocho	ko ʧʰo	k o + ʧʰ o	KokborokDebbarma	debb1238	MR	
break..vi:to	3020	BREAK (BREAKING)	sobai	so bai	s o + b ai	KokborokDebbarma	debb1238	MR	
break..vi:to	3020	BREAK (BREAKING)	kocho	ko ʧʰo	k o + ʧʰ o	KokborokRupini	rupi1234	MR	
break..vi:to	3020	BREAK (BREAKING)	swbai	sɯ bai	s ɯ + b ai	KokborokRupini	rupi1234	MR	
break..vi:to	3020	BREAK (BREAKING)	bai	bai	b ai	KokborokTripura	tipp1239	MR	
break..vi:to	3020	BREAK (BREAKING)	swbai	sɯ bai	s ɯ + b ai	KokborokTripura	tipp1239	MR	
breast	1402	BREAST	abuh	a buʔ	a + b u ʔ	KauBruReang	hala1254	MR	
breast	1402	BREAST	abuk	a buk	a + b u k	KokborokDebbarma	debb1238	MR	
breast	1402	BREAST	abok	a bok	a + b o k	KokborokRupini	rupi1234	MR	
breast	1402	BREAST	Abok	a bok	a + b o k	KokborokTripura	tipp1239	MR	
breathe:to	1407	BREATHE	haŋlanai	haŋlanai	ʔ a ŋ + l a + n ai	BodoKokrajhar	bodo1269	DG	
breathe:to	1407	BREATHE	rangma	raŋ ma	r a ŋ + m a	KauBruReang	hala1254	MR	
breathe:to	1407	BREATHE	hangma	haŋ ma	h a ŋ + m a	KokborokDebbarma	debb1238	MR	
breathe:to	1407	BREATHE	rangma	raŋ ma	r a ŋ + m a	KokborokRupini	rupi1234	MR	
breathe:to	1407	BREATHE	halama	ha la ma	h a + l a + m a	KokborokTripura	tipp1239	MR	
breathe:to	1407	BREATHE	haangla	haaŋ la	h aa ŋ + l a	KokborokTripura	tipp1239	MR	
bridge	1011	BRIDGE	yaukhrai	jau kʰ rai	j au + kʰ + r ai	KauBruReang	hala1254	MR	
bridge	1011	BRIDGE	yakkwrai	jak kɯ rai	j a k + k ɯ + r ai	KokborokDebbarma	debb1238	MR	
bridge	1011	BRIDGE	jakhrai	ʧa kʰ rai	ʧ a + kʰ + r ai	KokborokRupini	rupi1234	MR	
bridge	1011	BRIDGE	jakhwrai	ʧa kʰɯ rai	ʧ a + kʰ ɯ + r ai	KokborokRupini	rupi1234	MR	
bridge	1011	BRIDGE	pool	pool	p oo l	KokborokTripura	tipp1239	MR	
bright:to.be	679	BRIGHT	ho-kchung	hok ʧʰuŋ	h o k + ʧʰ u ŋ	KauBruReang	hala1254	MR	
bright:to.be	679	BRIGHT	kipi	ki pi	k i + p i	KokborokDebbarma	debb1238	MR	
bright:to.be	679	BRIGHT	kuchung	ku ʧʰuŋ	k u + ʧʰ u ŋ	KokborokDebbarma	debb1238	MR	
bright:to.be	679	BRIGHT	kwchwng	kɯ ʧʰɯŋ	k ɯ + ʧʰ ɯ ŋ	KokborokDebbarma	debb1238	MR	
bright:to.be	679	BRIGHT	kipi	ki pi	k i + p i	KokborokRupini	rupi1234	MR	
bright:to.be	679	BRIGHT	kwchwng	kɯ ʧʰɯŋ	k ɯ + ʧʰ ɯ ŋ	KokborokRupini	rupi1234	MR	
bright:to.be	679	BRIGHT	kiyasa kuchung	kija sa ku ʧʰuŋ	k i j a + s a + k u + ʧʰ u ŋ	KokborokTripura	tipp1239	MR	
bring:to	692	BRING	toibi	toi bi	t oi + b i	KauBruReang	hala1254	MR	
bring:to	692	BRING	tubu	tu bu	t u + b u	KokborokDebbarma	debb1238	MR	
bring:to	692	BRING	twbw	tɯ bɯ	t ɯ + b ɯ	KokborokRupini	rupi1234	MR	
bring:to	692	BRING	twdi	tɯ di	t ɯ + d i	KokborokTripura	tipp1239	MR	
broom	245	BROOM	nouhsih	nouh siʔ	n ou ʔ + s i ʔ	KauBruReang	hala1254	MR	
broom	245	BROOM	noksi	nok si	n o k + s i	KokborokDebbarma	debb1238	MR	
broom	245	BROOM	noksik	nok sik	n o k + s i k	KokborokRupini	rupi1234	MR	
broom	245	BROOM	nagsing	nag siŋ	n a g + s i ŋ	KokborokTripura	tipp1239	MR	
brother:elder	1759	OLDER BROTHER	ada	ada	a + d a	BodoKokrajhar	bodo1269	DG	
brother:elder	1759	OLDER BROTHER	ata bura	a ta bu ra	a + t a + b u + r a	KauBruReang	hala1254	MR	
brother:elder	1759	OLDER BROTHER	ata hougra	a ta houg ra	a + t a + h ou g + r a	KauBruReang	hala1254	MR	
brother:elder	1759	OLDER BROTHER	ata-okra	a ta ok ra	a + t a + o k + r a	KokborokDebbarma	debb1238	MR	
brother:elder	1759	OLDER BROTHER	ata chakra	a ta ʧʰak ra	a + t a + ʧʰ a k + r a	KokborokDebbarma	debb1238	MR	
brother:elder	1759	OLDER BROTHER	ta-okra	ta ok ra	t a + o k + r a	KokborokRupini	rupi1234	MR	
brother:elder	1759	OLDER BROTHER	ta chakra	ta ʧʰak ra	t a + ʧʰ a k + r a	KokborokRupini	rupi1234	MR	
brother:elder	1759	OLDER BROTHER	dara	da ra	d a + r a	KokborokTripura	tipp1239	MR	
brother:elder	1759	OLDER BROTHER	dara gorja	da ra gor ʧa	d a + r a + g o r + ʧ a	KokborokTripura	tipp1239	MR	
brother:younger	1760	YOUNGER BROTHER	pʰumbai	pʰumbai	pʰ u m + b ai	BodoKokrajhar	bodo1269	DG	
brother:younger	1760	YOUNGER BROTHER	phayung	pʰa juŋ	pʰ a + j u ŋ	KauBruReang	hala1254	MR	
brother:younger	1760	YOUNGER BROTHER	phayung	pʰa juŋ	pʰ a + j u ŋ	KokborokDebbarma	debb1238	MR	
brother:younger	1760	YOUNGER BROTHER	khwnaosa	kʰɯ nao sa	kʰ ɯ + n ao + s a	KokborokRupini	rupi1234	MR	
brother:younger	1760	YOUNGER BROTHER	aifiong gina	ai fioŋ gi na	ai + f io ŋ + g i + n a	KokborokTripura	tipp1239	MR	
bubalus.bubalis..water.buffalo:::	2516	WATER BUFFALO	mʊisə	mʊisə	m ʊi + s ə	BodoKokrajhar	bodo1269	DG	
bubalus.bubalis..water.buffalo:::	2516	WATER BUFFALO	misip	mi sip	m i + s i p	KauBruReang	hala1254	MR	
bubalus.bubalis..water.buffalo:::	2516	WATER BUFFALO	misip	mi sip	m i + s i p	KokborokDebbarma	debb1238	MR	
bubalus.bubalis..water.buffalo:::	2516	WATER BUFFALO	misip	mi sip	m i + s i p	KokborokRupini	rupi1234	MR	
bubalus.bubalis..water.buffalo:::	2516	WATER BUFFALO	Mosoi	mo soi	m o + s oi	KokborokTripura	tipp1239	MR	
burn..ambitr:to	2102	BURN	saunai	saunai	s au + n ai	BodoKokrajhar	bodo1269	DG	
burn..ambitr:to	2102	BURN	haang	haaŋ	h aa ŋ	KauBruReang	hala1254	MR	
burn..ambitr:to	2102	BURN	sok	sok	s o k	KauBruReang	hala1254	MR	
burn..ambitr:to	2102	BURN	sok	sok	s o k	KokborokDebbarma	debb1238	MR	
burn..ambitr:to	2102	BURN	sao	sao	s ao	KokborokRupini	rupi1234	MR	
burn..ambitr:to	2102	BURN	haang	haaŋ	h aa ŋ	KokborokTripura	tipp1239	MR	
burn..ambitr:to	2102	BURN	sok	sok	s o k	KokborokTripura	tipp1239	MR	
bury..object:to	1719	BURY	phob	pʰob	pʰ o b	KauBruReang	hala1254	MR	
bury..object:to	1719	BURY	phob	pʰob	pʰ o b	KokborokDebbarma	debb1238	MR	
bury..object:to	1719	BURY	phwb	pʰɯb	pʰ ɯ b	KokborokRupini	rupi1234	MR	
bury..object:to	1719	BURY	fob	fob	f o b	KokborokTripura	tipp1239	MR	
butterfly	1791	BUTTERFLY	sikiri	sikiri	s i + k i + r i	BodoKokrajhar	bodo1269	DG	
butterfly	1791	BUTTERFLY	tokbak	tok bak	t o k + b a k	KauBruReang	hala1254	MR	
butterfly	1791	BUTTERFLY	larima	la ri ma	l a + r i + m a	KokborokDebbarma	debb1238	MR	
butterfly	1791	BUTTERFLY	bireb	bi reb	b i + r e b	KokborokRupini	rupi1234	MR	
butterfly	1791	BUTTERFLY	Takbak	tak bak	t a k + b a k	KokborokTripura	tipp1239	MR	
buy:to	1869	BUY	pai	pai	p ai	KauBruReang	hala1254	MR	
buy:to	1869	BUY	pai	pai	p ai	KokborokDebbarma	debb1238	MR	
buy:to	1869	BUY	pai	pai	p ai	KokborokRupini	rupi1234	MR	
buy:to	1869	BUY	pai	pai	p ai	KokborokTripura	tipp1239	MR	
cane..rattan	2497	RATTAN	raidang	rai daŋ	r ai + d a ŋ	KauBruReang	hala1254	MR	
cane..rattan	2497	RATTAN	rai	rai	r ai	KokborokDebbarma	debb1238	MR	
cane..rattan	2497	RATTAN	rai	rai	r ai	KokborokRupini	rupi1234	MR	
cane..rattan	2497	RATTAN	Raidang	rai daŋ	r ai + d a ŋ	KokborokTripura	tipp1239	MR	
carry..general:to	700	CARRY	balo	ba lo	b a + l o	KauBruReang	hala1254	MR	
carry..general:to	700	CARRY	horw	ho rɯ	h o + r ɯ	KauBruReang	hala1254	MR	
carry..general:to	700	CARRY	twi	tɯi	t ɯi	KokborokDebbarma	debb1238	MR	
carry..general:to	700	CARRY	twi	tɯi	t ɯi	KokborokRupini	rupi1234	MR	
carry..general:to	700	CARRY	toi	toi	t oi	KokborokTripura	tipp1239	MR	
cat..domestic	1208	CAT	maudzi	maudzi	m au + dz i	BodoKokrajhar	bodo1269	DG	
cat..domestic	1208	CAT	blai	b lai	b + l ai	KauBruReang	hala1254	MR	
cat..domestic	1208	CAT	bilai	bi lai	b i + l ai	KauBruReang	hala1254	MR	
cat..domestic	1208	CAT	aming	a miŋ	a + m i ŋ	KokborokDebbarma	debb1238	MR	
cat..domestic	1208	CAT	ameng	a meŋ	a + m e ŋ	KokborokRupini	rupi1234	MR	
cat..domestic	1208	CAT	aming	a miŋ	a + m i ŋ	KokborokTripura	tipp1239	MR	
cattle..domestic	1153	CATTLE	msuh-ura	m suʔ ura	m + s u ʔ + u r a	KauBruReang	hala1254	MR	
cattle..domestic	1153	CATTLE	musuk	mu suk	m u + s u k	KokborokDebbarma	debb1238	MR	
cattle..domestic	1153	CATTLE	musuk	mu suk	m u + s u k	KokborokRupini	rupi1234	MR	
cattle..domestic	1153	CATTLE	hilnai manoi	hil nai ma noi	h i l + n ai + m a + n oi	KokborokTripura	tipp1239	MR	
cattle..domestic	1153	CATTLE	musuk	mu suk	m u + s u k	KokborokTripura	tipp1239	MR	
cave	1155	CAVE	hakhor	ha kʰor	h a + kʰ o r	KauBruReang	hala1254	MR	
cave	1155	CAVE	hakor kotor	ha kor ko tor	h a + k o r + k o + t o r	KokborokDebbarma	debb1238	MR	
cave	1155	CAVE	tokbak-khor	tok bak kʰor	t o k + b a k + kʰ o r	KokborokDebbarma	debb1238	MR	
cave	1155	CAVE	hakor kotor	ha kor ko tor	h a + k o r + k o + t o r	KokborokRupini	rupi1234	MR	
cave	1155	CAVE	taobak khor	tao bak kʰor	t ao + b a k + kʰ o r	KokborokRupini	rupi1234	MR	
cave	1155	CAVE	Hakor	ha kor	h a + k o r	KokborokTripura	tipp1239	MR	
charcoal	1188	CHARCOAL	hanga	ha ŋa	h a + ŋ a	KauBruReang	hala1254	MR	
charcoal	1188	CHARCOAL	hangar	ha ŋar	h a + ŋ a r	KokborokDebbarma	debb1238	MR	
charcoal	1188	CHARCOAL	hoki	ho ki	h o + k i	KokborokDebbarma	debb1238	MR	
charcoal	1188	CHARCOAL	hangkar	haŋ kar	h a ŋ + k a r	KokborokRupini	rupi1234	MR	
charcoal	1188	CHARCOAL	horkhi	hor kʰi	h o r + kʰ i	KokborokRupini	rupi1234	MR	
charcoal	1188	CHARCOAL	awngara	aɯ ŋa ra	aɯ + ŋ a + r a	KokborokTripura	tipp1239	MR	
cheek	1730	CHEEK	khangathai	kʰa ŋa tʰai	kʰ a + ŋ a + tʰ ai	KauBruReang	hala1254	MR	
cheek	1730	CHEEK	khangga	kʰaŋ ga	kʰ a ŋ + g a	KokborokDebbarma	debb1238	MR	
cheek	1730	CHEEK	khangkar	kʰaŋ kar	kʰ a ŋ + k a r	KokborokRupini	rupi1234	MR	
cheek	1730	CHEEK	khanga	kʰa ŋa	kʰ a + ŋ a	KokborokTripura	tipp1239	MR	
chest	1592	CHEST	bikʰaʔ	bikʰaʔ	b i + kʰ a ʔ	BodoKokrajhar	bodo1269	DG	
chest	1592	CHEST	khaklap	kʰak lap	kʰ a k + l a p	KauBruReang	hala1254	MR	
chest	1592	CHEST	khakhlap	kʰa kʰ lap	kʰ a + kʰ + l a p	KokborokDebbarma	debb1238	MR	
chest	1592	CHEST	khakhrap	kʰa kʰ rap	kʰ a + kʰ + r a p	KokborokRupini	rupi1234	MR	
chest	1592	CHEST	khakhwrap	kʰa kʰɯ rap	kʰ a + kʰ ɯ + r a p	KokborokRupini	rupi1234	MR	
chest	1592	CHEST	khabak	kʰa bak	kʰ a + b a k	KokborokTripura	tipp1239	MR	
child	2099	CHILD	ɡotʰɔʔ	ɡotʰɔʔ	ɡ o + tʰ ɔ ʔ	BodoKokrajhar	bodo1269	DG	
child	2099	CHILD	aphit	a pʰit	a + pʰ i t	KauBruReang	hala1254	MR	
child	2099	CHILD	absa-kwlwi	ab sa kɯ lɯi	a b + s a + k ɯ + l ɯi	KokborokDebbarma	debb1238	MR	
child	2099	CHILD	ate-kwrwi	a te kɯ rɯi	a + t e + k ɯ + r ɯi	KokborokRupini	rupi1234	MR	
child	2099	CHILD	kkoi	k koi	k + k oi	KokborokTripura	tipp1239	MR	
chili chutney	–	–	thamso hulmo	tʰam so hul mo	tʰ a m + s o + h u l + m o	KauBruReang	hala1254	MR	
chili chutney	–	–	mosodeng	mo so deŋ	m o + s o + d e ŋ	KokborokDebbarma	debb1238	MR	
chili chutney	–	–	mosoujak	mo sou ʧak	m o + s ou + ʧ a k	KokborokDebbarma	debb1238	MR	
chili chutney	–	–	mwistok	mɯi s tok	m ɯi + s + t o k	KokborokRupini	rupi1234	MR	
chili chutney	–	–	mosoujak	mo sou ʧak	m o + s ou + ʧ a k	KokborokTripura	tipp1239	MR	
chili.pepper	919	CHILI PEPPER	thamso	tʰam so	tʰ a m + s o	KauBruReang	hala1254	MR	
chili.pepper	919	CHILI PEPPER	moso	mo so	m o + s o	KokborokDebbarma	debb1238	MR	
chili.pepper	919	CHILI PEPPER	mwrsw	mɯr sɯ	m ɯ r + s ɯ	KokborokRupini	rupi1234	MR	
chili.pepper	919	CHILI PEPPER	mochor	mo ʧʰor	m o + ʧʰ o r	KokborokTripura	tipp1239	MR	
chin	1510	CHIN	chengrai	ʧʰeŋ rai	ʧʰ e ŋ + r ai	KauBruReang	hala1254	MR	
chin	1510	CHIN	kholai	kʰo lai	kʰ o + l ai	KokborokDebbarma	debb1238	MR	
chin	1510	CHIN	chengkrai	ʧʰeŋ k rai	ʧʰ e ŋ + k + r ai	KokborokRupini	rupi1234	MR	
chin	1510	CHIN	chengkwrai	ʧʰeŋ kɯ rai	ʧʰ e ŋ + k ɯ + r ai	KokborokRupini	rupi1234	MR	
chin	1510	CHIN	khalai	kʰa lai	kʰ a + l ai	KokborokTripura	tipp1239	MR	
choose..between.things:to	1750	CHOOSE	sai	sai	s ai	KauBruReang	hala1254	MR	
choose..between.things:to	1750	CHOOSE	sai	sai	s ai	KokborokDebbarma	debb1238	MR	
choose..between.things:to	1750	CHOOSE	sai	sai	s ai	KokborokRupini	rupi1234	MR	
choose..between.things:to	1750	CHOOSE	sai	sai	s ai	KokborokTripura	tipp1239	MR	
cicada	2353	CICADA	yong sari	joŋ sa ri	j o ŋ + s a + r i	KauBruReang	hala1254	MR	
cicada	2353	CICADA	yong-sarik	joŋ sa rik	j o ŋ + s a + r i k	KokborokDebbarma	debb1238	MR	
cicada	2353	CICADA	chechoma	ʧʰe ʧʰo ma	ʧʰ e + ʧʰ o + m a	KokborokDebbarma	debb1238	MR	
cicada	2353	CICADA	jong sari	ʧoŋ sa ri	ʧ o ŋ + s a + r i	KokborokRupini	rupi1234	MR	
cicada	2353	CICADA	chechema	ʧʰe ʧʰe ma	ʧʰ e + ʧʰ e + m a	KokborokRupini	rupi1234	MR	
civet.cat	3157	CIVET	gegoma	ge go ma	g e + g o + m a	KokborokDebbarma	debb1238	MR	
civet.cat	3157	CIVET	maru taokhorma	ma ru tao kʰor ma	m a + r u + t ao + kʰ o r + m a	KokborokRupini	rupi1234	MR	
claw..animal	72	CLAW	yaching	ja ʧʰiŋ	j a + ʧʰ i ŋ	KauBruReang	hala1254	MR	
claw..animal	72	CLAW	yaching	ja ʧʰiŋ	j a + ʧʰ i ŋ	KokborokDebbarma	debb1238	MR	
claw..animal	72	CLAW	jaskur	ʧa s kur	ʧ a + s + k u r	KokborokRupini	rupi1234	MR	
claw..animal	72	CLAW	jasing	ʧa siŋ	ʧ a + s i ŋ	KokborokRupini	rupi1234	MR	
claw..animal	72	CLAW	yaching	ja ʧʰiŋ	j a + ʧʰ i ŋ	KokborokTripura	tipp1239	MR	
close..tr:to	–	–	khlow	kʰ loɯ	kʰ + l oɯ	KauBruReang	hala1254	MR	
close..tr:to	–	–	kholob	kʰo lob	kʰ o + l o b	KokborokDebbarma	debb1238	MR	
close..tr:to	–	–	phwng	pʰɯŋ	pʰ ɯ ŋ	KokborokDebbarma	debb1238	MR	
close..tr:to	–	–	bwr	bɯr	b ɯ r	KokborokRupini	rupi1234	MR	
close..tr:to	–	–	phwng	pʰɯŋ	pʰ ɯ ŋ	KokborokTripura	tipp1239	MR	
cloth	1616	CLOTH	ɡosla	ɡosla	ɡ o s + l a	BodoKokrajhar	bodo1269	DG	
cloth	1616	CLOTH	ri (kutai) (paklung)	ri	r i	KauBruReang	hala1254	MR	kutai
cloth	1616	CLOTH	ri-chum	ri ʧʰum	r i + ʧʰ u m	KokborokDebbarma	debb1238	MR	
cloth	1616	CLOTH	i-chum	i ʧʰum	i + ʧʰ u m	KokborokRupini	rupi1234	MR	
cloth	1616	CLOTH	ri	ri	r i	KokborokTripura	tipp1239	MR	
cloud..rain	1489	CLOUD	zɯməi	zɯməi	z ɯ + m əi	BodoKokrajhar	bodo1269	DG	< PTB *mway
cloud..rain	1489	CLOUD	chumui	ʧʰu mui	ʧʰ u + m ui	KauBruReang	hala1254	MR	
cloud..rain	1489	CLOUD	chumui	ʧʰu mui	ʧʰ u + m ui	KokborokDebbarma	debb1238	MR	
cloud..rain	1489	CLOUD	chwmwi	ʧʰɯ mɯi	ʧʰ ɯ + m ɯi	KokborokRupini	rupi1234	MR	
cloud..rain	1489	CLOUD	chumoi	ʧʰu moi	ʧʰ u + m oi	KokborokTripura	tipp1239	MR	
cockroach	1575	COCKROACH	kʰŋkʰuma	kʰaŋkʰuma	kʰ a ŋ + kʰ u + m a	BodoKokrajhar	bodo1269	DG	
cockroach	1575	COCKROACH	kuruma	kuru ma	k u r u + m a	KauBruReang	hala1254	MR	
cockroach	1575	COCKROACH	kuruma	kuru ma	k u r u + m a	KokborokDebbarma	debb1238	MR	
cockroach	1575	COCKROACH	kuruma	kuru ma	k u r u + m a	KokborokRupini	rupi1234	MR	
cockroach	1575	COCKROACH	koloma	kolo ma	k o l o + m a	KokborokTripura	tipp1239	MR	
cold..of.items:to.be	1287	COLD	ɡusu	ɡusu	ɡ u + s u	BodoKokrajhar	bodo1269	DG	
cold..of.items:to.be	1287	COLD	kkchang	k k ʧʰaŋ	k + k + ʧʰ a ŋ	KauBruReang	hala1254	MR	
cold..of.items:to.be	1287	COLD	kwchang	kɯ ʧʰaŋ	k ɯ + ʧʰ a ŋ	KokborokDebbarma	debb1238	MR	
cold..of.items:to.be	1287	COLD	kwchang	kɯ ʧʰaŋ	k ɯ + ʧʰ a ŋ	KokborokRupini	rupi1234	MR	
cold..of.items:to.be	1287	COLD	khachan	kʰa ʧʰan	kʰ a + ʧʰ a n	KokborokTripura	tipp1239	MR	
